Tweets,len,ID,Date,Source,Likes,RTs,User Location,Geo,Coordinates,SA
RT @universidad_um: La participación ciudadana y de los organismo es vital para la lucha del coronavirus...reitera @DrRobertoMOjeda durante…,140,1241155838296895488,Sat Mar 21 00:13:06 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,9,nan,nan,nan,0.1
RT @ShunJou: หยุดเองไม่ได้จ้าาา รัฐบาลไม่สั่ง ก็ยังต้องทำงานจ้าาา บริษัทให้ไปทำงานจ้าาาาา รณรงค์แบบนี้คือศูนย์อะ เหมือนจะโยนความผิดให้ประชา…,140,1241205914343886849,Sat Mar 21 03:32:05 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,50149,nan,nan,nan,-0.1
"RT @MichaelCoudrey: Everyone who thinks coronavirus is harmless or doesn’t matter should rethink that opinion immediately.

This is an extr…",140,1241432846780321792,Sat Mar 21 18:33:50 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,8537,nan,nan,nan,0.0
"RT @NCDCgov: Three new cases of #COVID19 have been confirmed in #Nigeria

As at 06:45am on the 22nd of March, there are 25 confirmed cases…",139,1241625945032794112,Sun Mar 22 07:21:08 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,3222,nan,nan,nan,0.31212121212121213
"if you’re bored and want something to watch, I highly recommend Medical Police on Netflix: two doctors from a children’s hospital are drafted into the secret black-ops wing of the CDC.

it’s very funny, and now we’re knee deep in #COVID19, it’s acquired a sort of gallows humor.",278,1241748946680152066,Sun Mar 22 15:29:54 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2,0,nan,nan,nan,-0.08309523809523808
RT @notibomba: 😱 El presidente @nayibbukele da cátedra de cómo un país y en especial un presidente debe enfrentar una crisis como la pandem…,140,1241759808430145536,Sun Mar 22 16:13:03 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,43139,nan,nan,nan,0.0
RT @nicd_sa: There 34 new cases that have tested positive for SARS-CoV-2 bringing the total number of #COVID19 cases to 274. We urge the pu…,140,1241792809973276680,Sun Mar 22 18:24:11 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,1356,nan,nan,nan,0.12121212121212122
#意大利 持续告急！对#中国 医疗组建议几乎照单全收 #俄罗斯 也出手了！#特朗普 疯狂甩锅  #武汉肺炎 #新型冠状病毒 #COVID19 #CoronaVirusUpdates #COVIDー19 #QuaratineLife https://t.co/Sc3DFYm3jJ,139,1241803636222681088,Sun Mar 22 19:07:13 +0000 2020,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1,0,nan,nan,nan,0.0
"RT @watch_union: Der Leiter der Katastrophenschutzbehörde in #Italien, Angelo #Borrelli, rechnet damit, dass die Zahlen der #Coronavirus-In…",140,1242421066292748289,Tue Mar 24 12:00:39 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,4,nan,nan,nan,0.0
"RT @JamieWoodhouse: US 🇺🇸 friends,

There may be 4-10 million US people already #COVID19 infected. Please take #LockDown seriously.

582 de…",140,1242449806175371264,Tue Mar 24 13:54:52 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,1,nan,nan,nan,-0.3333333333333333
"@LaurentThines @le_Parisien @SibethNdiaye Cette Équipe Gouvernementale devra être Mise Hors État de Nuire Des cet après #covid19 Nous n’avons plus le choix pour notre Pays , ils devront être Jugés et Neutralisés",211,1242466418450464768,Tue Mar 24 15:00:52 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2,0,nan,nan,nan,0.0
RT @linnai1017: 中国政府之所以会一再向国际社会发出“凝聚全球战疫合力，共筑人类命运共同体”的倡议，只因为在磨难中崛起的中国人民清楚地知道，面对人类共同的浩劫，没有人可以独善其身！而特朗普将锅甩给中国，这不仅不能掩盖自身的问题，还严重阻碍了抗击疫情的进程，也是对全…,140,1242743206925619200,Wed Mar 25 09:20:44 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,1,nan,nan,nan,0.04772727272727273
#China 🇨🇳 can you help #Ireland 🇮🇪 as it fights #COVID19  . Ireland desperately needs #PPE #facemasks in midst of crisis. We have a large #Chinesecommunity in Ireland. #PPEshortage @AlibabaGroup  #JackMaFoundation #JackMa @ChineseEUMission @chinascio #xhnews  @XHnews1 https://t.co/2N13H3ym3U,292,1242796833807781890,Wed Mar 25 12:53:49 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2,1,nan,nan,nan,-0.19285714285714284
#covid19 #navimumbai #21lockdown Navi Mumbai: Dead woman's sample tests coronavirus positive; infected cases rise to 124 https://t.co/o2MnJBtjPA via @mumbaimirror,162,1243047875749146624,Thu Mar 26 05:31:22 +0000 2020,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",0,0,nan,nan,nan,0.013636363636363627
"RT @NYGovCuomo: The Four Seasons Hotel on 57th Street will provide FREE lodging to doctors, nurses &amp; medical personnel currently working to…",144,1243057242875793409,Thu Mar 26 06:08:36 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,24279,nan,nan,nan,0.13333333333333333
RT @UniteunionROI: A site in Dublin today | #ShutTheSites to ensure #SocialDistancing and help halt the spread of #COVID19 https://t.co/8x8…,140,1243136786915831808,Thu Mar 26 11:24:41 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,13,nan,nan,nan,0.0
"RT @leolewin: Hongarije moet nu toch echt ten spoedigste uit de EU worden gegooid, linksom of rechtsom. In elk geval: alle EU-uitkeringen b…",140,1244666851222839296,Mon Mar 30 16:44:36 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,94,nan,nan,nan,0.12142857142857143
"RT @MichaelaWiegel: Bartträger aufgepasst: Chef der frz. Notärztevereinigung warnt davor, dass das Coronavirus  im Bart hängen bleibt. Desh…",140,1244886458177028097,Tue Mar 31 07:17:15 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,404,nan,nan,nan,0.0
"RT @VittorioSgarbi: #coronavirus #INPS Sito internet ""impallato"". L'Inps, invece che i soldi, dà i numeri. @ilgiornale @Libero_official @st…",140,1245306845788385280,Wed Apr 01 11:07:43 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,49,nan,nan,nan,0.0
RT @JeffreyGuterman: Wimbledon Tennis Tournament Canceled For First Time Since WWII. #coronavirus,97,1245372752342716424,Wed Apr 01 15:29:36 +0000 2020,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",0,36,nan,nan,nan,0.25
"RT @ArvindKejriwal: If anyone loses their life while serving any #COVID19 patient, be it sanitation workers, doctors or nurses or any other…",140,1245408424633856002,Wed Apr 01 17:51:21 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,7024,nan,nan,nan,-0.2125
RT @CBSThisMorning: THURSDAY: @BillGates tells @AnthonyMasonCBS about lessons from the #coronavirus outbreak and how long strict social dis…,140,1245585168896626691,Thu Apr 02 05:33:40 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,164,nan,nan,nan,-0.008333333333333335
Lockdown have put women in tea plantation in a very vulnerable position. @CMOfficeAssam @himantabiswa @sarbanandsonwal their needs and demands need to addressed #COVID19Pandemic #coronovirusindia #coronavirus https://t.co/QpdgkYZixe,232,1245642987628941312,Thu Apr 02 09:23:25 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",3,1,nan,nan,nan,-0.65
Der Virus der Welt https://t.co/0I03x0jq9g,42,1245761720062226432,Thu Apr 02 17:15:13 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,1,nan,nan,nan,0.0
"RT @sleepdealerr: 🔷 The bloody regime of the Islamic Republic
We have taken the Iranian people hostage.
@WHO
The regime has kept the death…",139,1246109717346299910,Fri Apr 03 16:18:02 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,32,nan,nan,nan,-0.8
"@ABC #StopAiringTrump #COVID19 #TrumpIsAMurderer 

Now Trump, his family and GOP are trying to keep ventilators we paid for so they can save ONLY their lives.

#TrumpIsAMurderer 

Analysis: Trump admin changes stockpile description to jibe with Kushner claim https://t.co/4me33RSXpO",282,1246143181374107648,Fri Apr 03 18:31:01 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,nan,nan,nan,0.0
"RT @ovierserrano: Ayúdanos a Ayudar a Nogales. 

Sean bienvenidos los alimentos no perecederos o cualquier articulo que ayude a la sociedad…",140,1246289923772047360,Sat Apr 04 04:14:07 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,15,nan,nan,nan,0.8
"RT @LaNacionPy: La senadora María Eujenia Bajac de Penner, portadora del #COVID19 visitó una peluquería ubicada en un centro comercial asun…",140,1246584417994276865,Sat Apr 04 23:44:20 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,808,nan,nan,nan,-0.1
RT @harnedfam: @realDonaldTrump #TrumpIsALoser #deathtollDonald,63,1246990174795546624,Mon Apr 06 02:36:40 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,22,nan,nan,nan,0.0
[Infografik] #COVID19 : Perintah Kawalan Pergerakan Tahap 2 - 6 April 2020 https://t.co/kHKLW8rAPA,98,1247103991340625927,Mon Apr 06 10:08:56 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",4,3,nan,nan,nan,0.0
RT @revistamongolia: El PP exige al Gobierno que explique cuánta gente no estaría en la cárcel si no hubiese habido corrupción en el PP.,136,1247146534027907073,Mon Apr 06 12:57:59 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,316,nan,nan,nan,0.2
"RT @TheReaderThai: ""ช้อปออนไลน์ระอุ
ผู้ค้าหน้าใหม่พรึบ
รับวิกฤติไวรัส"" #COVID19
'ในไทยยอดช้อปออนไลน์ในอีมาร์เก็ตเพลสชื่อดังพุ่ง 20 เท่า'
-[…",140,1247171159063289860,Mon Apr 06 14:35:50 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,11,nan,nan,nan,0.0
RT @gsochamber: Want to continue getting the most out of your #GSOChamber membership during #COVID19? Member Engagement Specialist Heavenly…,140,1247198990036275201,Mon Apr 06 16:26:25 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,3,nan,nan,nan,0.5
RT @lizzkatherine_: BREAKING NEWS: Louisiana just released COVID-19 data which shows that African-Americans account for 70% of ALL DEATHS i…,140,1247299565969182720,Mon Apr 06 23:06:04 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,30458,nan,nan,nan,0.0
RT @IkerCasillas: Juntos podemos pararlo #COVID19 @pnud https://t.co/Mi3gNKa0Kp,79,1247330482041360384,Tue Apr 07 01:08:55 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,818,nan,nan,nan,0.0
RT @AHindinews: हम इन आवश्यक दवाओं की आपूर्ति कुछ देशों को भी करेंगे जो विशेष रूप से महामारी से बुरी तरह प्रभावित हुए हैं:विदेश मंत्रालय (M…,140,1247394534037671936,Tue Apr 07 05:23:27 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,22,nan,nan,nan,0.0
#Winning https://t.co/nWcNvA6hs8,32,1247455015880491008,Tue Apr 07 09:23:47 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",5,0,nan,nan,nan,0.5
Makes you want to weep at what we are throwing away. https://t.co/PwsWke7UyF,76,1247463399224639494,Tue Apr 07 09:57:05 +0000 2020,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",0,0,nan,nan,nan,0.0
"Tigers and Lions can get Coronavirus according to CDC, this morning. Don't put your face too close to an open Tiger or a Lion mouth for fear of #coronavirus",156,1247592059571253248,Tue Apr 07 18:28:20 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1,0,nan,nan,nan,0.0
"RT @AdrianaVargasNY: El #Coronavirus ha cobrado más vidas en NYC que el siempre doloroso récord y referente del 9/11. Hasta hace una hora,…",139,1247617306240397312,Tue Apr 07 20:08:40 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,8,nan,nan,nan,-0.09999999999999998
"RT @DrDenaGrayson: So basically, @realDonaldTrump's master plan is to test most Americans for #coronavirus AFTER this deadly #CoronavirusPa…",140,1247713168270315520,Wed Apr 08 02:29:35 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,112,nan,nan,nan,0.15
"RT @EuroMove_MK: In January, Germany was planning for mass testing

While we were minting coins and discussing whether Big Ben would bong f…",140,1247925818866761729,Wed Apr 08 16:34:35 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,49,nan,nan,nan,0.0
RT @JesusJPM: #COVID19 #YaQuedaMenos https://t.co/0IOobY1gcv,60,1247931021082976257,Wed Apr 08 16:55:15 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,16,nan,nan,nan,0.0
RT @AdityaRajKaul: Jammu &amp; Kashmir Police on Wednesday evening registered a case against inhabitants of Zaingeer area in Sopore in North Ka…,144,1248085552139603969,Thu Apr 09 03:09:18 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,968,nan,nan,nan,0.0
"RT @CiroGomezL: Durante la #SemanaSanta, el Santuario del Señor de #Chalma, en el #Edomex, recibe casi millón y medio de visitantes. Pero e…",140,1248716767876337668,Fri Apr 10 20:57:32 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,68,nan,nan,nan,-0.16666666666666666
"Bilim Kurulu Üyesi Ateş Kara: ""Risk Çok Ama Çok Büyüdü""

https://t.co/mId7gJ3fW1

#SokagaCikmaYasagi #SOKAĞACIKMAYASAĞI #SueleymanSoylu  #ateskara  #siyaset #yaşam #EvdeKal #virüs #corona #Covid2019TR #coronavirus #covid19 #Kovid19 #Koronavirüs #StayHome #StayAtHome #maske",273,1248951914747826177,Sat Apr 11 12:31:55 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,nan,nan,nan,0.0
RT @CDCgov: Parents: Some schools are currently offering grab-and-go meals at a specific location during #COVID19. Check with your school.…,139,1249061188404682755,Sat Apr 11 19:46:08 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,637,nan,nan,nan,0.0
"RT @GordonGChang: Many #coronavirus ""conspiracy theories"" are wacky. A few theories, thought to be conspiratorial 10 days ago, are now cons…",140,1249071225155891200,Sat Apr 11 20:26:01 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,118,nan,nan,nan,0.26666666666666666
"RT @RonaldKlain: BLOCKBUSTER: Buried in today's @nytimes ""look back"" on Trump's #coronavirus failures, is a devastating revelation:  the WH…",140,1249089136289558531,Sat Apr 11 21:37:11 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,2634,nan,nan,nan,-0.5
#Coronavirus: Pope Francis urges people not to ‘yield to fear’ https://t.co/a18qP30fCW https://t.co/rkbPxLyWKS,110,1249188627659268096,Sun Apr 12 04:12:32 +0000 2020,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0,0,nan,nan,nan,0.0
"RT @CliveWismayer: An alarming thread.

Noteworthy that the dark news comes from S Korea where mass testing, isolation &amp; contact tracing ha…",144,1249254769992105984,Sun Apr 12 08:35:21 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,45,nan,nan,nan,-0.125
"Delenda est #LaREM 

#COVID19 #France #Deconfinement #CONFINEMENTJOUR27 https://t.co/o2DfWecipR",95,1249329966757617665,Sun Apr 12 13:34:10 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,nan,nan,nan,0.0
"RT @FIGHT_2_KAG: New SuperCut: FLASHBACK: Watch the Media Downplay the Coronavirus

It’s NOT the media that can get the US up and running a…",140,1250094483447955457,Tue Apr 14 16:12:05 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,599,nan,nan,nan,0.13636363636363635
RT @jmanalich: Excelente aporte.,32,1250769114290892801,Thu Apr 16 12:52:49 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,373,nan,nan,nan,1.0
RT @NostosHove: 30 portions of delicious pastitsio on their way to our amazing NHS♥️. Big thank you to @BHFOODBANK_  for organising 🙏 and t…,140,1250807905017892865,Thu Apr 16 15:26:58 +0000 2020,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",0,6,nan,nan,nan,0.5333333333333333
"RT @LotusOak2: Dr. Stephen Smith, an infectious disease specialist, on using hydroxychloroquine/azithromycin combo to treat #COVID19 patien…",140,1251198618788409344,Fri Apr 17 17:19:31 +0000 2020,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",0,16149,nan,nan,nan,0.0
RT @mrikelme: 📹 | Les comparto el video de la instalación del Centro Estatal de Contingencias #COVID19. https://t.co/atZ0v9brtJ,127,1251296631590273024,Fri Apr 17 23:48:59 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,388,nan,nan,nan,-0.1
RT @Ajaychairman: In the post #COVID19 world (when the cinema industry opens after the lockdown) my wish is the big stars starting to give…,139,1251540911412084746,Sat Apr 18 15:59:40 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,68,nan,nan,nan,0.0
"600 crew on board USS Roosevelt test positive to coronavirus BUT 60% were ASYMPTOMATIC. Also I'm not a doctor or scientist, but I think US epidemiologist @DrEricDing is worth a follow https://t.co/leJuamf28E",207,1251869025732190210,Sun Apr 19 13:43:28 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,nan,nan,nan,0.2636363636363636
"RT @luxsecuritatis: ""1964년, 스코틀랜드의 과학연구자 준 알메이다는 왕관 또는 광륜(코로나)으로 둘러싸인 새로운 종류의 바이러스를 발견했다. 첫번째 인간의 코로나 바이러스였다. 준 알메이다가 전자현미경을 이용해서 찍은 이 이미지는…",140,1252177499695374337,Mon Apr 20 10:09:14 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,35,nan,nan,nan,0.0
"RT @Rethink_: 📢 Over 800 people have answered our survey, and the results highlight the importance of sustained investment in mental health…",140,1254739989142761474,Mon Apr 27 11:51:40 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,36,nan,nan,nan,-0.1
RT @Obi_kenya001: I saw this and all the feelings for Dr.Mercy disappeared in the thin air. MOH scandal issa turn off.  #COVID19 #UkaidiWaM…,140,1255687657771974656,Thu Apr 30 02:37:21 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,10,nan,nan,nan,-0.4
Trump's CONTINUES EVIL #Lie that there are enough #COVID19 tests but Johns Hopkins USES #Facts  ONLY 4.9 million tests made &amp; there STILL aren't enough to retest recovering people  Can you have #CoronavirusAntibodies yet still be contagious? https://t.co/lkVJfbxuDR via @YahooNews,284,1256582090402828290,Sat May 02 13:51:31 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,nan,nan,nan,-0.25
RT @GBPublicHealth: Kids of all ages can be hand-washing heroes! Today is #STOPCleanYourHands Day. Clean hands have never mattered more.  #…,140,1257739998268440579,Tue May 05 18:32:37 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,2,nan,nan,nan,0.43333333333333335
"RT @oscarortizsv: Esta crisis no puede utilizarse para convertirla en una meta o en un destino electoral ,  sería desastroso, porque lo que…",140,1264047835575652354,Sat May 23 04:17:43 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,37,nan,nan,nan,-0.7
"RT @ArianeTabatabai: The Iranian 6-step crisis management playbook:

1. Ignore crisis
2. Underplay crisis
3. Mismanage crisis
4. Blame cris…",140,1235723717264752641,Fri Mar 06 00:27:47 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,271,nan,nan,nan,0.0
"RT @GovernorTomWolf: If you suspect you might have Coronavirus:
1. Call @PAHealthDept: 1-877-724-3258. They’ll assess your symptoms, connec…",140,1235981784858402816,Fri Mar 06 17:33:15 +0000 2020,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",0,114,nan,nan,nan,0.0
"Frightening photo shows #Nebraska woman, 36, with #coronavirus being taken to biocontainment unit as she develops acute respiratory distress syndrome after traveling back from #UK where she began to feel ill 
via https://t.co/qN3Iyi5FHi https://t.co/RacOc00gzJ",260,1236445600348082180,Sun Mar 08 00:16:17 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2,0,nan,nan,nan,-0.1
RT @ThaiPBS: รมช.สาธารณสุข เผยมีแรงงานไทยจากเกาหลีใต้ 70-80 คนหนีด่านตรวจสอบโรค COVID-19 เร่งประสานรายชื่อผู้แอบหนีกักโรค และเอาผิดตามกฎหมา…,140,1236496690032467968,Sun Mar 08 03:39:18 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,218,nan,nan,nan,0.0
"RT @JenniferJJacobs: “I have been flu-sick unwell for the past week,” CPAC attendee Raheem Kassam says.",103,1236979926919548928,Mon Mar 09 11:39:31 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,27,nan,nan,nan,-0.48214285714285715
"RT @such_A_frknlady: american scientists: “why isn’t coronavirus affecting africa?” 
africa:",92,1237855944114974721,Wed Mar 11 21:40:29 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,60694,nan,nan,nan,0.0
"RT @NicholsUprising: Sicily has figured out this whole self-isolation thing.

#COVID19 #CoronavirusPandemic 

https://t.co/93whPVtQcR",133,1238781262992740352,Sat Mar 14 10:57:23 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,201457,nan,nan,nan,0.2
#coronavirus #COVIDー19 in a few weeks https://t.co/Zg5lWiOkDg,61,1239009258886307857,Sun Mar 15 02:03:21 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",4,2,nan,nan,nan,-0.2
"فرقة العمل الرئاسية لمكافحة الفيروس التاجي بقيادة ( مصطفى، سكرتير حكومة الاتحاد )، مما أعلنت عنه من مبادئ توجيهية جديدة للسفر لتعزيز الاستجابة والسيطرة على انتشار #COVID19
خضوع النيجيريون القادمون من الدول التي حظرها، للعزل تحت الإشراف لمدة 14 يوماً.
https://t.co/fqGLsAp8fM",274,1240238384204984328,Wed Mar 18 11:27:27 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1,0,nan,nan,nan,0.0
"RT @gawingawan: ฝรั่งทำดูง่ายดี-เอามาแปลไทย

ตารางตรวจสอบอาการของโรค
ไวรัส #COVID19 / ไข้หวัดใหญ่ / ไข้หวัดธรรมดา

(17-03-2020)

#โควิท19 #…",140,1240467610140983296,Thu Mar 19 02:38:19 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,30320,nan,nan,nan,0.0
"RT @d_psycho_guru: I just tested positive to the corona virus. I’m too weak to even feel sorry for myself, but I intend to share my symptom…",140,1240606563393359872,Thu Mar 19 11:50:28 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,35693,nan,nan,nan,-0.2159090909090909
"RT @StevePasquale: She was dumping stock AS SHE TYPED THIS. 

She needs to fucking resign immediately. Profiting off the deaths of American…",140,1240861358800814080,Fri Mar 20 04:42:56 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,14697,nan,nan,nan,-0.3
"RT @pulasantanah: this is what inclusivity looks like!

information regarding #COVID19 translated into orang asli languages for their under…",140,1240945824210644992,Fri Mar 20 10:18:34 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,697,nan,nan,nan,0.0
"RT @celliottability: According to our Chief Medical Officer of Health, the next few days are critical as families return home to Canada. I…",139,1241096035772116993,Fri Mar 20 20:15:28 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,3055,nan,nan,nan,-0.05
RT @piersmorgan: This is amazing... Dozens of Britain's biggest local newspapers have published the same front page today as a show of #Cor…,140,1241138057706909697,Fri Mar 20 23:02:26 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,541,nan,nan,nan,0.20000000000000004
"@BAENegocios 👉👉https://t.co/FhzOjMoX7F
Médico español 
VIVO CRÓNICA TV YA! AHORA!
https://t.co/JkClP2hzKR
https://t.co/Hqd4wEi57P
https://t.co/jGtp8XwX2L
https://t.co/r65LQTuTSP
#coronavirus #CoronavirusEnArgentina #CoronavirusArgentina #QuedateEnCasa #CuarentenaTotal #CuarentenaObligatoria",291,1241420531867451394,Sat Mar 21 17:44:53 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,nan,nan,nan,0.1065340909090909
RT @TheoGelves: #Coronavirus: Le preguntamos al ministro de Salud por qué se tomó hasta ahora la decisión del aislamiento obligatorio y ést…,140,1241504132906786818,Sat Mar 21 23:17:05 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,63,nan,nan,nan,0.1
"RT @MartinezG8: No pudo ser granadinistas! Se notó que no me dedico a esto 🤦🏽‍♂️
Ojalá este ratito os haya ayudado a sentir cerca a vuestro…",140,1241516323479437319,Sun Mar 22 00:05:32 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,87,nan,nan,nan,-0.1875
